ЖК,Цена,Количество комнат,Количество санузлов,Общая площадь,Площадь кухни,Жилая площадь,Наличие балкона,Этаж,Высота потолков,Отделка
ЖК «RiverSky (РиверСкай)»,31 220 000,2-комн.,1 совмещенный,"46,27","6,3","23,8",Балкона нет,29/29,3,Без отделки
ЖК «RiverSky (РиверСкай)»,34 950 000,2-комн.,1 совмещенный,"54,57",6,"29,3",Балкона нет,27/29,3,Без отделки
ЖК «Сенатор»,30 539 945,2-комн.,1 раздельный,"58,9","21,9",,Балкона нет,19/22,3,Без отделки
ЖК «Сенатор»,31 475 100,2-комн.,1 раздельный,"58,9","11,9",,Балкона нет,22/22,3,Без отделки
ЖК «Сенатор»,30 637 836,2-комн.,1 раздельный,"58,9","21,9",,Балкона нет,20/22,3,Без отделки
ЖК «Вереск»,28 867 356,2-комн.,,70,,,Балкона нет,11/21,"3,43",
ЖК «Вереск»,33 384 766,2-комн.,,"62,4",,,Балкона нет,20/21,"3,1",
ЖК «Вереск»,29 772 684,2-комн.,,"74,1",,,Балкона нет,7/21,"3,43",
ЖК «Вереск»,28 774 248,2-комн.,,"69,6",,,Балкона нет,12/21,"3,43",
ЖК «Вереск»,28 795 473,2-комн.,,70,,,Балкона нет,10/21,"3,43",
ЖК «Вереск»,28 752 489,2-комн.,,"69,1",,,Балкона нет,4/21,"3,1",
ЖК «Вереск»,28 513 060,2-комн.,,"67,8",,,Балкона нет,3/21,"3,43",
ЖК «Вереск»,35 814 127,2-комн.,,"73,2",,,Балкона нет,20/21,"3,1",
ЖК «Вереск»,30 939 830,2-комн.,,74,,,Балкона нет,15/21,"3,43",
ЖК «Вереск»,29 009 401,2-комн.,,"71,2",,,Балкона нет,2/21,"3,1",
ЖК «Вереск»,35 055 477,2-комн.,,"76,2",,,Балкона нет,21/21,"3,43",
ЖК «Вереск»,35 234 957,2-комн.,,"72,5",,,Балкона нет,17/21,"3,1",
ЖК «UNO Старокоптевский»,24 486 000,2-комн.,,"58,3","20,1","33,2",Балкона нет,13/16,3,Неизвестно
ЖК «ÁLIA (АЛИА)»,35 262 112,2-комн.,2 совмещенных,"72,4",16,"34,6",Балкона нет,22/25,"3,02",Неизвестно
ЖК «ÁLIA (АЛИА)»,56 789 328,2-комн.,"2 совмещенных, 1 раздельный","114,5","35,9","38,5",Балкона нет,26/26,"3,02",Предчистовая
ЖК «ÁLIA (АЛИА)»,32 665 391,2-комн.,2 совмещенных,"68,1","17,2",27,Балкона нет,22/25,"3,02",
ЖК «VERY (Вери)»,32 526 100,2-комн.,,"72,2","14,7","37,8",Балкона нет,4/31,"3,2",Черновая
ЖК «VERY (Вери)»,25 275 300,2-комн.,,"51,9","3,1","43,8",Балкона нет,30/31,"3,2",Черновая
ЖК «VERY (Вери)»,17 792 700,2-комн.,,"38,1","3,5","29,6",Балкона нет,4/5,"3,2",Без отделки
ЖК «VERY (Вери)»,30 396 200,2-комн.,,"72,2","14,9","37,6",Балкона нет,2/31,"3,2",Черновая
ЖК «VERY (Вери)»,23 579 600,2-комн.,,46,4,37,Балкона нет,4/31,"3,2",Черновая
ЖК «VERY (Вери)»,33 173 000,2-комн.,,"67,7","14,5","36,5",Балкона нет,29/31,"3,2",Черновая
ЖК «VERY (Вери)»,26 390 000,2-комн.,,"45,5","4,5",36,Балкона нет,31/31,"3,2",Черновая
ЖК «VERY (Вери)»,23 284 800,2-комн.,,"44,1","4,5","34,6",Балкона нет,28/31,"3,2",Черновая
ЖК «VERY (Вери)»,26 371 800,2-комн.,,"44,1","4,5","34,6",Балкона нет,30/31,"3,2",Черновая
ЖК «VERY (Вери)»,23 593 500,2-комн.,,"44,1","4,5","34,6",Балкона нет,29/31,"3,2",Черновая
ЖК «VERY (Вери)»,27 507 000,2-комн.,,"51,9","3,1","43,8",Балкона нет,31/31,"3,2",Черновая
ЖК «VERY (Вери)»,35 204 000,2-комн.,,"67,7","14,5","36,5",Балкона нет,31/31,"3,2",Черновая
ЖК «VERY (Вери)»,38 250 500,2-комн.,,"67,7","14,5","36,5",Балкона нет,30/31,"3,2",Черновая
ЖК «VERY (Вери)»,25 578 000,2-комн.,,"44,1","4,5","34,6",Балкона нет,31/31,"3,2",Черновая
ЖК «Барклая 6»,26 483 626,2-комн.,,"64,3","17,2","28,2",Балкона нет,2/12,"2,74",
ЖК «Барклая 6»,27 903 375,2-комн.,,"62,5","25,4","27,4",Балкона нет,11/24,"2,74",
ЖК «Барклая 6»,31 760 321,2-комн.,,"83,1","16,2",52,Балкона нет,2/24,"2,74",
ЖК «Маршал»,25 394 989,2-комн.,1 совмещенный,"60,45",,,Балкона нет,8/9,,
ЖК «Маршал»,28 878 072,2-комн.,1 совмещенный,"43,63",,,Балкона нет,12/18,,
ЖК «Маршал»,28 084 201,2-комн.,1 совмещенный,"71,29",,,Балкона нет,2/9,,
ЖК «Маршал»,36 228 150,2-комн.,,"74,2",,,Балкона нет,15/18,,
ЖК «Маршал»,27 564 985,2-комн.,1 совмещенный,"65,96",,,Балкона нет,8/9,,
ЖК «Маршал»,30 245 393,2-комн.,2 раздельных,"85,35",,,Балкона нет,7/12,,
ЖК «Маршал»,21 847 230,2-комн.,1 совмещенный,"64,8",,,Балкона нет,5/12,,
ЖК «Маршал»,25 345 218,2-комн.,1 совмещенный,"59,98",,,Балкона нет,8/9,,
ЖК «Маршал»,31 502 593,2-комн.,2 раздельных,"89,83",,,Балкона нет,6/12,,
ЖК «Маршал»,27 958 879,2-комн.,1 совмещенный,"67,55",,,Балкона нет,5/9,,
ЖК «Маршал»,25 712 391,2-комн.,1 совмещенный,"60,77",,,Балкона нет,9/9,,
ЖК «Маршал»,27 411 414,2-комн.,1 совмещенный,"65,8",,,Балкона нет,7/9,,
ЖК «Маршал»,29 405 429,2-комн.,1 совмещенный,"72,14",,,Балкона нет,5/9,,
ЖК «Маршал»,31 713 896,2-комн.,1 совмещенный,"48,45",,,Балкона нет,11/18,,
ЖК «Маршал»,30 155 743,2-комн.,,"48,17",,,Балкона нет,10/18,,
ЖК «Маршал»,24 624 167,2-комн.,1 совмещенный,"59,58",,,Балкона нет,4/9,,
ЖК «Маршал»,30 309 828,2-комн.,2 раздельных,"84,8",,,Балкона нет,8/12,,
ЖК «Маршал»,30 025 167,2-комн.,1 совмещенный,"73,15",,,Балкона нет,6/9,,
ЖК «Маршал»,61 040 131,2-комн.,,"180,7",,,Балкона нет,4/9,,
ЖК «Маршал»,25 405 521,2-комн.,1 совмещенный,"62,9",,,Балкона нет,3/9,,
ЖК «Маршал»,32 867 323,2-комн.,,"47,81",,,Балкона нет,6/18,,
ЖК «Маршал»,42 080 247,2-комн.,1 совмещенный,"117,5",,,Балкона нет,4/9,,
ЖК «Маршал»,50 758 470,2-комн.,,"105,09",,,Балкона нет,9/11,,
ЖК «Маршал»,26 995 828,2-комн.,1 совмещенный,"73,7",,,Балкона нет,2/9,,
ЖК «Маршал»,33 080 610,2-комн.,,"95,3",,,Балкона нет,5/12,,
ЖК «Маршал»,26 661 641,2-комн.,,"71,06",,,Балкона нет,5/9,,
ЖК «Маршал»,31 311 573,2-комн.,2 раздельных,"87,03",,,Балкона нет,9/12,,
ЖК «Маршал»,41 848 949,2-комн.,,"67,08",,,Балкона нет,11/18,,
ЖК «Маршал»,50 024 310,2-комн.,,"103,57",,,Балкона нет,10/11,,
ЖК «Маршал»,52 636 500,2-комн.,,"111,4",,,Балкона нет,11/11,,
ЖК «Маршал»,53 742 150,2-комн.,,"108,9",,,Балкона нет,3/18,,
ЖК «Маршал»,27 136 630,2-комн.,1 совмещенный,"66,96",,,Балкона нет,4/9,,
ЖК «Маршал»,28 533 677,2-комн.,1 совмещенный,"68,4",,,Балкона нет,8/9,,
ЖК «Маршал»,28 219 314,2-комн.,1 совмещенный,"67,12",,,Балкона нет,8/9,,
ЖК «Маршал»,29 112 065,2-комн.,1 совмещенный,"70,3",,,Балкона нет,7/9,,
ЖК «Маршал»,25 163 543,2-комн.,1 совмещенный,"62,79",,,Балкона нет,2/9,,
ЖК «Маршал»,29 922 836,2-комн.,,"73,88",,,Балкона нет,3/9,,
ЖК «Маршал»,32 913 404,2-комн.,1 совмещенный,"82,6",,,Балкона нет,4/9,,
ЖК «Маршал»,29 338 896,2-комн.,1 совмещенный,"71,3",,,Балкона нет,6/9,,
ЖК «Маршал»,29 176 345,2-комн.,1 совмещенный,"71,15",,,Балкона нет,7/9,,
ЖК «Маршал»,29 239 343,2-комн.,1 совмещенный,"72,9",,,Балкона нет,2/9,,
ЖК «Маршал»,32 261 039,2-комн.,,"47,46",,,Балкона нет,4/18,,
ЖК «Маршал»,29 103 151,2-комн.,1 совмещенный,"70,8",,,Балкона нет,6/9,,
ЖК «Маршал»,28 165 470,2-комн.,,"68,85",,,Балкона нет,5/9,,
ЖК «Маршал»,29 412 856,2-комн.,1 совмещенный,"72,21",,,Балкона нет,4/9,,
ЖК «Маршал»,29 990 910,2-комн.,1 совмещенный,"74,23",,,Балкона нет,4/9,,
ЖК «Маршал»,28 491 113,2-комн.,1 совмещенный,"67,79",,,Балкона нет,7/9,,
ЖК «Маршал»,26 797 625,2-комн.,1 совмещенный,67,,,Балкона нет,2/9,,
ЖК «Маршал»,29 669 976,2-комн.,1 совмещенный,"72,56",,,Балкона нет,5/9,,
ЖК «Маршал»,27 119 215,2-комн.,1 совмещенный,"66,26",,,Балкона нет,5/9,,
ЖК «Маршал»,26 988 846,2-комн.,,"64,11",,,Балкона нет,7/9,,
ЖК «Маршал»,27 621 911,2-комн.,1 совмещенный,"66,61",,,Балкона нет,7/9,,
ЖК «Маршал»,28 649 050,2-комн.,1 совмещенный,"73,33",,,Балкона нет,5/9,,
ЖК «Маршал»,29 575 877,2-комн.,1 совмещенный,"72,6",,,Балкона нет,6/9,,
ЖК «Маршал»,34 085 507,2-комн.,,"48,3",,,Балкона нет,5/18,,
ЖК «Маршал»,28 370 041,2-комн.,1 совмещенный,"71,2",,,Балкона нет,2/9,,
ЖК «Маршал»,29 398 671,2-комн.,1 совмещенный,"72,87",,,Балкона нет,5/9,,
ЖК «Маршал»,27 456 679,2-комн.,1 совмещенный,"73,3",,,Балкона нет,5/9,,
ЖК «Маршал»,28 088 721,2-комн.,1 совмещенный,"70,04",,,Балкона нет,8/9,,
ЖК «Маршал»,29 211 911,2-комн.,1 совмещенный,"72,27",,,Балкона нет,3/9,,
ЖК «Маршал»,25 934 046,2-комн.,1 совмещенный,"61,59",,,Балкона нет,6/9,,
ЖК «Маршал»,28 207 546,2-комн.,1 совмещенный,"69,32",,,Балкона нет,6/9,,
ЖК «Маршал»,28 381 074,2-комн.,1 совмещенный,"67,46",,,Балкона нет,5/9,,
ЖК «Маршал»,25 595 067,2-комн.,1 совмещенный,"61,25",,,Балкона нет,5/9,,
ЖК «Маршал»,32 157 168,2-комн.,1 совмещенный,"82,6",,,Балкона нет,2/9,,
ЖК «Маршал»,30 197 410,2-комн.,1 совмещенный,"74,8",,,Балкона нет,3/9,,
ЖК «Маршал»,35 779 143,2-комн.,,"48,9",,,Балкона нет,3/18,,
ЖК «Level Нагатинская (Левел Нагатинская)»,28 092 485,2-комн.,1 совмещенный,"54,5","10,7","22,5",Балкона нет,21/26,"2,87",Без отделки
ЖК «Парк Легенд»,28 601 952,2-комн.,,54,,,Балкона нет,14/15,"2,7",С отделкой
ЖК «Парк Легенд»,31 667 087,2-комн.,1 совмещенный,"62,1",,,Балкона нет,13/15,"2,7",С отделкой
ЖК «Парк Легенд»,26 302 846,2-комн.,,"54,4",,,Балкона нет,11/15,"2,7",С отделкой
ЖК «Парк Легенд»,28 488 901,2-комн.,,54,,,Балкона нет,13/15,"2,7",С отделкой
ЖК «Парк Легенд»,26 408 057,2-комн.,,"54,4",,,Балкона нет,12/15,"2,7",С отделкой
ЖК «Парк Легенд»,26 480 970,2-комн.,,"53,8",,,Балкона нет,15/15,"2,7",С отделкой
ЖК «Время»,21 278 106,2-комн.,,"53,84",,,Балкона нет,3/20,,
ЖК «Время»,21 406 663,2-комн.,,"56,5",,,Балкона нет,1/20,,
ЖК «Время»,18 572 045,2-комн.,,"46,94",,,Балкона нет,1/20,,
ЖК «Время»,25 293 037,2-комн.,,"65,57",,,Балкона нет,3/20,,
ЖК «Время»,18 999 999,2-комн.,,"44,09",,,Балкона нет,6/20,,
ЖК «Время»,27 199 999,2-комн.,,"65,28",,,Балкона нет,8/20,,
ЖК «Время»,24 625 813,2-комн.,,"55,21",,,Балкона нет,11/20,,
ЖК «Время»,21 459 706,2-комн.,,"56,64",,,Балкона нет,1/20,,
ЖК «Время»,26 640 829,2-комн.,,"61,6",,,Балкона нет,8/20,,
ЖК «Время»,22 843 276,2-комн.,,"58,4",,,Балкона нет,1/20,,
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,14 911 000,2-комн.,1 совмещенный,47,,,Балкона нет,12/13,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,21 527 800,2-комн.,,"63,1",,,Балкона нет,13/13,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,15 570 000,2-комн.,,53,,,Балкона нет,11/13,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,21 967 200,2-комн.,,"64,4",,,Балкона нет,14/14,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,19 333 000,2-комн.,,53,,,Балкона нет,13/14,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,21 561 600,2-комн.,,"63,2",,,Балкона нет,14/14,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,17 377 600,2-комн.,,"48,8",,,Балкона нет,13/14,"3,1",
ЖК «Russian Design District (Рашен Дизайн Дистрикт)»,21 730 600,2-комн.,,"63,7",,,Балкона нет,14/14,"3,1",
ЖК «Кронштадтский 9»,21 452 554,2-комн.,2 совмещенных,"57,8",18,"25,4",Балкона нет,3/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,25 187 217,2-комн.,2 совмещенных,"69,5","20,2","28,1",Балкона нет,2/21,"2,72",Предчистовая
ЖК «Кронштадтский 9»,22 926 591,2-комн.,2 совмещенных,"59,7","20,5","23,2",Балкона нет,30/32,"2,72",
ЖК «Кронштадтский 9»,23 736 340,2-комн.,2 совмещенных,"65,2","23,5","25,5",Балкона нет,4/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,23 334 458,2-комн.,2 совмещенных,"63,6","21,5","25,5",Балкона нет,2/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,21 845 952,2-комн.,2 совмещенных,"58,2","17,8","25,4",Балкона нет,2/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,22 937 041,2-комн.,2 совмещенных,"59,4","20,3","23,1",Балкона нет,31/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,23 862 430,2-комн.,2 совмещенных,"67,4","22,2","25,5",Балкона нет,20/32,"2,72",
ЖК «Кронштадтский 9»,23 368 608,2-комн.,2 совмещенных,"59,2","20,4","22,9",Балкона нет,32/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,22 529 863,2-комн.,,"57,6","17,9","25,6",Балкона нет,20/32,"2,72",
ЖК «Кронштадтский 9»,23 009 772,2-комн.,2 совмещенных,"59,6","20,5","23,2",Балкона нет,32/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,24 177 978,2-комн.,2 совмещенных,"65,3",23,"25,7",Балкона нет,3/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,24 193 890,2-комн.,2 совмещенных,"67,5","22,5","26,1",Балкона нет,30/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,23 338 089,2-комн.,2 совмещенных,"65,9","23,5","25,5",Балкона нет,30/32,"2,72",
ЖК «Кронштадтский 9»,24 324 705,2-комн.,2 совмещенных,"67,5","22,5","26,1",Балкона нет,32/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,24 074 917,2-комн.,2 совмещенных,"65,4","23,6","25,7",Балкона нет,2/32,"2,72",Предчистовая
ЖК «Кронштадтский 9»,24 028 650,2-комн.,2 совмещенных,"67,5","22,2","25,5",Балкона нет,27/32,"2,72",Предчистовая
ЖК «Большая семерка»,23 663 170,2-комн.,,"61,5",,,Балкона нет,14/17,,
ЖК «Большая семерка»,24 097 360,2-комн.,,"61,5",,,Балкона нет,15/17,,
ЖК «Большая семерка»,28 320 738,2-комн.,,"60,7",,,Балкона нет,14/17,,
ЖК «Большая семерка»,26 137 500,2-комн.,,"61,5",,,Балкона нет,17/17,,
ЖК «Большая семерка»,27 916 900,2-комн.,,"61,9",,,Балкона нет,16/17,,
ЖК «Большая семерка»,25 113 437,2-комн.,,"62,5",,,Балкона нет,14/17,,
ЖК «Большая семерка»,24 432 105,2-комн.,,"61,5",,,Балкона нет,17/17,,
ЖК «Большая семерка»,24 500 000,2-комн.,,"62,5",,,Балкона нет,14/17,,
ЖК «Большая семерка»,25 998 000,2-комн.,,"61,9",,,Балкона нет,16/17,,
ЖК «Прокшино»,15 787 931,2-комн.,1 совмещенный,"36,9","4,2","22,8",Балкона нет,17/18,"3,14",Предчистовая
ЖК «Прокшино»,17 384 496,2-комн.,1 совмещенный,"68,2","20,8","14,4",Балкона нет,2/16,"3,14",Без отделки
ЖК «Прокшино»,20 853 492,2-комн.,1 совмещенный,"92,5","11,8","26,6",Балкона нет,2/8,"3,14",Без отделки
ЖК «Прокшино»,14 467 506,2-комн.,1 совмещенный,"49,2","6,6","23,7",Балкона нет,2/16,"2,99",Без отделки
ЖК «Прокшино»,14 912 370,2-комн.,1 совмещенный,"39,6","7,1","22,5",Балкона нет,12/12,"2,99",Без отделки
ЖК «Прокшино»,17 922 302,2-комн.,1 совмещенный,"48,2","10,2","24,4",Балкона нет,16/18,"3,14",Предчистовая
ЖК «Прокшино»,13 384 929,2-комн.,1 совмещенный,"39,8","17,3","12,1",Балкона нет,6/15,"2,99",
ЖК «Прокшино»,17 273 529,2-комн.,1 совмещенный,"67,4","8,1","25,4",Балкона нет,2/16,"3,14",
ЖК «Прокшино»,18 610 238,2-комн.,1 совмещенный,"40,9","6,3","22,8",Балкона нет,13/16,"2,99",
ЖК «Прокшино»,17 203 046,2-комн.,1 совмещенный,"44,4","9,8","21,5",Балкона нет,18/18,"3,14",
ЖК «Прокшино»,17 483 799,2-комн.,1 совмещенный,"65,8",5,"27,9",Балкона нет,2/16,"3,14",
ЖК «Прокшино»,17 253 604,2-комн.,1 совмещенный,"49,7","11,7","23,5",Балкона нет,15/16,"3,14",
ЖК «Прокшино»,20 460 923,2-комн.,1 совмещенный,"91,5","11,7","26,6",Балкона нет,2/8,"3,14",
ЖК «Прокшино»,15 177 920,2-комн.,1 совмещенный,38,"15,5","12,1",Балкона нет,8/8,"3,14",
ЖК «Прокшино»,14 429 472,2-комн.,1 совмещенный,"40,5","4,4",23,Балкона нет,4/15,"2,99",
ЖК «Прокшино»,14 670 735,2-комн.,1 совмещенный,"40,3","4,2",23,Балкона нет,8/15,"2,99",
ЖК «Прокшино»,13 900 428,2-комн.,1 совмещенный,"36,8","5,1","20,4",Балкона нет,14/16,"2,99",
ЖК «Прокшино»,15 398 369,2-комн.,1 совмещенный,"40,2","4,1",23,Балкона нет,10/15,"2,99",
ЖК «Зеленая Вертикаль»,16 473 000,2-комн.,,"57,8",,,Балкона нет,25/26,"2,6",Предчистовая
ЖК «Рассказово»,14 472 000,2-комн.,"1 совмещенный, 1 раздельный","53,6","10,6","22,7",Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,14 664 000,2-комн.,"1 совмещенный, 1 раздельный","56,4","14,2","26,1",Балкона нет,8/22,"3,1",Без отделки
ЖК «Рассказово»,15 614 200,2-комн.,"1 совмещенный, 1 раздельный","58,7","14,3","28,4",Балкона нет,10/22,"3,1",Без отделки
ЖК «Рассказово»,17 217 600,2-комн.,"1 совмещенный, 1 раздельный","63,3","17,9","23,4",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,14 912 100,2-комн.,"1 совмещенный, 1 раздельный","56,7","15,1","24,3",Балкона нет,2/22,"3,1",Без отделки
ЖК «Рассказово»,14 845 200,2-комн.,"1 совмещенный, 1 раздельный","55,6",11,24,Балкона нет,6/22,"3,1",Без отделки
ЖК «Рассказово»,15 058 800,2-комн.,"1 совмещенный, 1 раздельный","56,4","14,2","26,1",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,17 680 000,2-комн.,"1 совмещенный, 1 раздельный",68,"19,6",30,Балкона нет,6/22,"3,1",Без отделки
ЖК «Рассказово»,17 874 000,2-комн.,"1 совмещенный, 1 раздельный","66,2","17,8","23,7",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,15 795 000,2-комн.,"1 совмещенный, 1 раздельный","58,5","12,8","27,6",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,17 449 200,2-комн.,"1 совмещенный, 1 раздельный","66,6","17,8","23,7",Балкона нет,6/22,"3,1",Без отделки
ЖК «Рассказово»,17 208 600,2-комн.,"1 совмещенный, 1 раздельный","66,7","19,7","28,9",Балкона нет,4/22,"3,1",Без отделки
ЖК «Рассказово»,15 345 600,2-комн.,"1 совмещенный, 1 раздельный","55,6","14,7","24,5",Балкона нет,20/22,"3,1",Без отделки
ЖК «Рассказово»,19 371 800,2-комн.,"1 совмещенный, 1 раздельный","70,7",25,"27,6",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,15 849 000,2-комн.,"1 совмещенный, 1 раздельный","58,7","14,3","28,4",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,15 207 000,2-комн.,"1 совмещенный, 1 раздельный","55,5","15,7","23,9",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,15 198 500,2-комн.,"1 совмещенный, 1 раздельный","56,5","14,2","26,1",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,14 946 000,2-комн.,"1 совмещенный, 1 раздельный","56,4","14,2","26,1",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,18 138 800,2-комн.,"1 совмещенный, 1 раздельный","66,2","17,8","23,7",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,15 880 600,2-комн.,"1 совмещенный, 1 раздельный","58,6","14,3","28,4",Балкона нет,15/22,"3,1",Без отделки
ЖК «Рассказово»,16 901 100,2-комн.,"1 совмещенный, 1 раздельный","63,3","17,9","23,4",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,16 051 200,2-комн.,"1 совмещенный, 1 раздельный","60,8","11,2","30,8",Балкона нет,10/22,"3,1",Без отделки
ЖК «Рассказово»,14 836 800,2-комн.,"1 совмещенный, 1 раздельный","56,2","14,2","26,1",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,18 356 000,2-комн.,"1 совмещенный, 1 раздельный","70,6",25,"27,6",Балкона нет,2/22,"3,1",Без отделки
ЖК «Рассказово»,16 087 500,2-комн.,"1 совмещенный, 1 раздельный","58,5","14,3","28,4",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,17 199 000,2-комн.,"1 совмещенный, 1 раздельный","63,7","12,8","34,6",Балкона нет,15/22,"3,1",Без отделки
ЖК «Рассказово»,14 869 400,2-комн.,"1 совмещенный, 1 раздельный","55,9",13,"27,7",Балкона нет,12/22,"3,1",Без отделки
ЖК «Рассказово»,17 569 500,2-комн.,"1 совмещенный, 1 раздельный","66,3","19,7","28,9",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,17 452 400,2-комн.,"1 совмещенный, 1 раздельный","64,4","22,1","26,3",Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,15 707 700,2-комн.,"1 совмещенный, 1 раздельный","56,3","14,2","26,1",Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,16 775 000,2-комн.,"1 совмещенный, 1 раздельный",61,"13,7","32,1",Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,15 555 500,2-комн.,"1 совмещенный, 1 раздельный","58,7","14,3","28,4",Балкона нет,9/22,"3,1",Без отделки
ЖК «Рассказово»,14 981 200,2-комн.,"1 совмещенный, 1 раздельный","55,9","15,1","24,3",Балкона нет,7/22,"3,1",Без отделки
ЖК «Рассказово»,16 956 000,2-комн.,"1 совмещенный, 1 раздельный","62,8","17,9","23,4",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,15 008 000,2-комн.,"1 совмещенный, 1 раздельный",56,13,"27,7",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,16 073 400,2-комн.,"1 совмещенный, 1 раздельный","60,2","15,4","27,5",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,15 966 400,2-комн.,"1 совмещенный, 1 раздельный","58,7","14,3","28,4",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,17 663 100,2-комн.,"1 совмещенный, 1 раздельный","64,7","22,1","26,3",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,19 283 600,2-комн.,"1 совмещенный, 1 раздельный","67,9","19,6",30,Балкона нет,21/22,"3,1",Без отделки
ЖК «Рассказово»,18 075 900,2-комн.,"1 совмещенный, 1 раздельный","67,7","19,6",30,Балкона нет,13/22,"3,1",Без отделки
ЖК «Рассказово»,15 899 800,2-комн.,"1 совмещенный, 1 раздельный","55,4","15,7","23,9",Балкона нет,22/22,"3,1",Без отделки
ЖК «Рассказово»,17 702 100,2-комн.,"1 совмещенный, 1 раздельный","66,3","17,8","23,7",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,16 422 600,2-комн.,"1 совмещенный, 1 раздельный","60,6","14,4","31,5",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,17 899 200,2-комн.,"1 совмещенный, 1 раздельный","67,8","19,6",30,Балкона нет,10/22,"3,1",Без отделки
ЖК «Рассказово»,17 139 600,2-комн.,"1 совмещенный, 1 раздельный","62,1","16,6","28,4",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,15 232 000,2-комн.,"1 совмещенный, 1 раздельный",56,"15,1","24,3",Балкона нет,11/22,"3,1",Без отделки
ЖК «Рассказово»,15 042 300,2-комн.,"1 совмещенный, 1 раздельный","55,1","15,2","23,3",Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,16 321 200,2-комн.,"1 совмещенный, 1 раздельный","60,9","11,2","30,8",Балкона нет,14/22,"3,1",Неизвестно
ЖК «Рассказово»,16 035 600,2-комн.,"1 совмещенный, 1 раздельный","58,1","16,3","27,9",Балкона нет,14/22,"3,1",Без отделки
ЖК «Рассказово»,17 598 400,2-комн.,"1 совмещенный, 1 раздельный","64,7","22,1","26,3",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,15 206 100,2-комн.,"1 совмещенный, 1 раздельный","55,7","15,7","23,9",Балкона нет,17/22,"3,1",Без отделки
ЖК «Рассказово»,15 558 400,2-комн.,"1 совмещенный, 1 раздельный","57,2",15,26,Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,17 453 800,2-комн.,"1 совмещенный, 1 раздельный","63,7","12,8","34,6",Балкона нет,19/22,"3,1",Без отделки
ЖК «Рассказово»,17 289 800,2-комн.,"1 совмещенный, 1 раздельный","63,8","12,8","34,6",Балкона нет,16/22,"3,1",Без отделки
ЖК «Рассказово»,16 029 000,2-комн.,"1 совмещенный, 1 раздельный","58,5","14,3","28,4",Балкона нет,18/22,"3,1",Без отделки
ЖК «Рассказово»,15 694 400,2-комн.,"1 совмещенный, 1 раздельный","57,7","15,5","26,2",Балкона нет,8/22,"3,1",Без отделки
ЖК «Рассказово»,18 441 600,2-комн.,"1 совмещенный, 1 раздельный","67,8","19,6",30,Балкона нет,18/22,"3,1",Без отделки
